qid,answer,answer_start,answer_start_relative
1655,The Siege Of Sidney Street,-1,-1
1656,Miss Liselott,-1,-1
1657,Hollywood,-1,-1
1658,"Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause !",-1,-1
1659,Voyage Of The Damned,-1,-1
1660,20 November 1592,-1,-1
1661,New York,-1,-1
1662,Hollywood,-1,-1
1663,Under The Rainbow,-1,-1
1664,489,-1,-1
1665,All That Heaven Allows,-1,-1
1666,"January 30, 1831",-1,-1
1667,"No Talking, Just Head",-1,-1
1668,10 November 1871,-1,-1
1669,India,-1,-1
1670,Elizabeth KekaʻAniau,-1,-1
1671,Folly To Be Wise,-1,-1
1672,British,-1,-1
1673,cancer,-1,-1
1674,Mazomanie,-1,-1
1675,Hackney,-1,-1
1676,6 July 1870,-1,-1
1677,yes,-1,-1
1678,yes,-1,-1
1679,Milan,-1,-1
1680,Castellina in Chianti,-1,-1
1681,Antardhan,-1,-1
1682,Stephansdom,-1,-1
1683,Philip of Ibelin,-1,-1
1684,Buckinghamshire,-1,-1
1685,Otto von Habsburg,-1,-1
1686,The Incredibly Strange Creatures Who Stopped Living And Became Mixed-Up Zombies,-1,-1
1687,Sweden,-1,-1
1688,Charles III William,-1,-1
1689,Thomas Frigård,-1,-1
1690,yes,-1,-1
1691,The Battle Of Jangsari,-1,-1
1692,yes,-1,-1
1693,The Appeal To Conscience,-1,-1
1694,19 May 1673,-1,-1
1695,1 July 1994,-1,-1
1696,Kapurush,-1,-1
1697,yes,-1,-1
1698,no,-1,-1
1699,Băilești,-1,-1
1700,yes,-1,-1
1701,Sweden,-1,-1
1702,"College Park, Georgia",-1,-1
1703,Asnières,-1,-1
1704,United Kingdom,-1,-1
1705,21 June 1483,-1,-1
1706,"Houston, Texas",-1,-1
1707,yes,-1,-1
1708,Ivo Pelay,-1,-1
1709,"Charles, Prince Of Nassau-Usingen",-1,-1
1710,Young Medardus,-1,-1
1711,Kolah Ghermezi And Pesar Khaleh,-1,-1
1712,Washington and Lee University,-1,-1
1713,Edwin Schlossberg,-1,-1
1714,Love Returns,-1,-1
1715,Tiger On Beat,-1,-1
1716,Shanghai,-1,-1
1717,yes,-1,-1
1718,Lorentz Mortensen Angell,-1,-1
1719,America,-1,-1
1720,ACE Award,-1,-1
1721,yes,-1,-1
1722,Frequencies From Planet Ten,-1,-1
1723,Arthur Kellam Tylee,-1,-1
1724,Hanuman Patal Vijay,-1,-1
1725,Archduke Karl Salvator of Austria,-1,-1
1726,16 November 1907,-1,-1
1727,10 October 1757,-1,-1
1728,"George III, Count of Erbach-Breuberg",-1,-1
1729,yes,-1,-1
1730,890,-1,-1
1731,Who'S Minding The Mint?,-1,-1
1732,Prince Archil of Imereti,-1,-1
1733,Albert I of Germany,-1,-1
1734,The House Of The Seven Hawks,-1,-1
1735,St John's College,-1,-1
1736,"John Lysaght, 1St Baron Lisle",-1,-1
1737,Frederick,-1,-1
1738,"Southampton, Hampshire",-1,-1
1739,Trinity Hall,-1,-1
1740,1323,-1,-1
1741,Ven Mi Corazón Te Llama,-1,-1
1742,Akkare Ninnoru Sultan,-1,-1
1743,Melvin Kranzberg,-1,-1
1744,Wilhelm Meise,-1,-1
1745,Before Tomorrow,-1,-1
1746,Constantinople,-1,-1
1747,The Last Round,-1,-1
1748,Emmys,-1,-1
1749,United States,-1,-1
1750,French,-1,-1
1751,Harry Gullichsen,-1,-1
1752,Hirachand Doshi,-1,-1
1753,Colmán mac Cobthaig,-1,-1
1754,"John George I, Elector of Saxony",-1,-1
1755,no,-1,-1
1756,The Hound Of Silver Creek,-1,-1
1757,Maria Amalia of Saxony,-1,-1
1758,Iceland,-1,-1
1759,Naukar Biwi Ka,-1,-1
1760,Lee Mantle,-1,-1
1761,Basilica of Superga,-1,-1
1762,Gofraid ua Ímair,-1,-1
1763,24 June 1771,-1,-1
1764,Beyoncé,-1,-1
1765,Mandela'S Gun,-1,-1
1766,Princess Joséphine Charlotte of Belgium,-1,-1
1767,"October 20, 2003",-1,-1
1768,Moulins,-1,-1
1769,Il Coraggio,-1,-1
1770,Italian,-1,-1
1771,Minh Mạng,-1,-1
1772,The Mystic,-1,-1
1773,Edwin Schlossberg,-1,-1
1774,Kujō Yoritsune,-1,-1
1775,Weimar,-1,-1
1776,Ndvungunye,-1,-1
1777,Hong Kong,-1,-1
1778,Jumanji,-1,-1
1779,yes,-1,-1
1780,Père Lachaise Cemetery,-1,-1
1781,Counterblast,-1,-1
1782,22 September 1840,-1,-1
1783,Henri Nestlé,-1,-1
1784,Bénouville,-1,-1
1785,Kingdom of Sicily,-1,-1
1786,Fairfax,-1,-1
1787,Hugh Gibb,-1,-1
1788,"February 18, 1911",-1,-1
1789,"William de Bohun, 1st Earl of Northampton",-1,-1
1790,Theekkadal,-1,-1
1791,Chimalpopoca,-1,-1
1792,America,-1,-1
1793,21 September 1962,-1,-1
1794,Elizabeth McDouall-Crichton,-1,-1
1795,"West Branch, Iowa",-1,-1
1796,Robert II,-1,-1
1797,12 July 1532,-1,-1
1798,Lidingö,-1,-1
1799,Cahiers du cinéma,-1,-1
1800,Northamptonshire,-1,-1
1801,"San Juan, Puerto Rico",-1,-1
1802,A Pistol For Ringo,-1,-1
1803,Bangaaru Kalalu,-1,-1
1804,yes,-1,-1
1805,British,-1,-1
1806,"Wine, Women And Horses",-1,-1
1807,22 April 1812,-1,-1
1808,New Zealand,-1,-1
1809,"Francis I, Holy Roman Emperor",-1,-1
1810,Myanmar,-1,-1
1811,Blanche of Navarre,-1,-1
1812,"Live A Little, Love A Little",-1,-1
1813,Ferdinand III,-1,-1
1814,Seville,-1,-1
1815,Constantine Euphorbenos Katakalon,-1,-1
1816,One Day In The Life Of Andrei Arsenevich,-1,-1
1817,"Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause !",-1,-1
1818,Siemomysł,-1,-1
1819,Sword In The Desert,-1,-1
1820,New York,-1,-1
1821,Ansegisel,-1,-1
1822,"Columbiana, Alabama",-1,-1
1823,Sanremo Music Festival,-1,-1
1824,Kozan,-1,-1
1825,Eutropia,-1,-1
1826,Swiss,-1,-1
1827,Vaa Arugil Vaa,-1,-1
1828,China,-1,-1
1829,Abcd: American-Born Confused Desi,-1,-1
1830,George F. Sowers,-1,-1
1831,no,-1,-1
1832,Denmark,-1,-1
1833,Hollywood,-1,-1
1834,yes,-1,-1
1835,Goya'S Ghosts,-1,-1
1836,Ghislaine De Polignac,-1,-1
1837,Beyoncé,-1,-1
1838,Galeazzo Maria Sforza,-1,-1
1839,Abbott And Costello In The Foreign Legion,-1,-1
1840,Karachi,-1,-1
1841,17 November 1845,-1,-1
1842,Spooky Buddies,-1,-1
1843,All Neat In Black Stockings,-1,-1
1844,Reval,-1,-1
1845,New York,-1,-1
1846,"Ernst II, Prince of Hohenlohe-Langenburg",-1,-1
1847,Princess Alexandra of Saxe-Coburg and Gotha,-1,-1
1848,Hardin County,-1,-1
1849,Leopoldo Torre Nilsson,-1,-1
1850,"Archibald Edmonstone, 10th of Duntreath",-1,-1
1851,Kreuzwertheim,-1,-1
1852,Fukuoka,-1,-1
1853,Cuidado Con Las Colas,-1,-1
1854,yes,-1,-1
1855,Charles V,-1,-1
1856,Oswiu of Northumbria,-1,-1
1857,Besançon,-1,-1
1858,University of Perpetual Help System DALTA,-1,-1
1859,Vienna,-1,-1
1860,Bolesław III Wrymouth,-1,-1
1861,Girls Of The Night,-1,-1
1862,Oliba I of Carcassonne,-1,-1
1863,Janga Augustus Kowo,-1,-1
1864,Marie d'Agoult,-1,-1
1865,Zürich,-1,-1
1866,Adalberto Pereira Dos Santos,-1,-1
1867,Birmingham,-1,-1
1868,Kirchheim unter Teck,-1,-1
1869,Mashdi Ebad,-1,-1
1870,Hands Across The Border,-1,-1
1871,Old Mother Riley'S Ghosts,-1,-1
1872,Murder By Proxy,-1,-1
1873,Ride The High Country,-1,-1
1874,Madrid,-1,-1
1875,27 November 1329,-1,-1
1876,Khengarji III,-1,-1
1877,Tony Iob,-1,-1
1878,Infanta Maria Antonia of Portugal,-1,-1
1879,Blue Murder At St Trinian'S,-1,-1
1880,"Dedi III, Margrave of Lusatia",-1,-1
1881,Los Angeles,-1,-1
1882,7 September 1868,-1,-1
1883,The Ghost Breakers,-1,-1
1884,Night Of The Living Dead,-1,-1
1885,Storm Center,-1,-1
1886,Tracy Rides,-1,-1
1887,"October 16, 1867",-1,-1
1888,"Los Angeles, California",-1,-1
1889,22 June 1904,-1,-1
1890,yes,-1,-1
1891,"Edward Lloyd, 1st Baron Mostyn",-1,-1
1892,11 November 1887,-1,-1
1893,yes,-1,-1
1894,Brodie Van Wagenen,-1,-1
1895,Dillon S. Myer,-1,-1
1896,yes,-1,-1
1897,Rohan Marley,-1,-1
1898,"Occhio, Malocchio, Prezzemolo E Finocchio",-1,-1
1899,"Tupelo, Mississippi",-1,-1
1900,Brno,-1,-1
1901,Across The Blue Sea,-1,-1
1902,yes,-1,-1
1903,Emanuela Felici,-1,-1
1904,New York,-1,-1
1905,Sir John Lyon of Glamis,-1,-1
1906,Beauty No. 2,-1,-1
1907,Carib Gold,-1,-1
1908,Babita,-1,-1
1909,Isidro Huarte,-1,-1
1910,St Hilda's Anglican School for Girls,-1,-1
1911,Bad Day At Black Rock,-1,-1
1912,Pillars Of The Sky,-1,-1
1913,Shaikh Ayaz,-1,-1
1914,"Brockton, Massachusetts",-1,-1
1915,"Move Over, Darling",-1,-1
1916,Hampshire College,-1,-1
1917,"John Manners, 3rd Duke of Rutland",-1,-1
1918,Panthéon,-1,-1
1919,yes,-1,-1
1920,Venice,-1,-1
1921,yes,-1,-1
1922,Canadian,-1,-1
1923,18 September 1973,-1,-1
1924,Lithuania,-1,-1
1925,Brandon,-1,-1
1926,Molokai: The Story Of Father Damien,-1,-1
1927,Sette Giorni All'Altro Mondo,-1,-1
1928,Bhoodana,-1,-1
1929,Prípad Barnabáš Kos,-1,-1
1930,São Paulo,-1,-1
1931,no,-1,-1
1932,Cairo,-1,-1
1933,"George Nevill, 1St Earl Of Abergavenny",-1,-1
1934,yes,-1,-1
1935,yes,-1,-1
1936,yes,-1,-1
1937,England,-1,-1
1938,3 March 1778,-1,-1
1939,Libertad Bajo Palabra,-1,-1
1940,1625,-1,-1
1941,Jessi Colter,-1,-1
1942,Ramla,-1,-1
1943,Paris,-1,-1
1944,Bhuvan Shome,-1,-1
1945,11 Flowers,-1,-1
1946,Mosaico,-1,-1
1947,Beaufort,-1,-1
1948,4 June 1545,-1,-1
1949,Carl Smith,-1,-1
1950,Ulti Ganga,-1,-1
1951,Hagonoy,-1,-1
1952,Design For Scandal,-1,-1
1953,yes,-1,-1
1954,Prince Carlos of Bourbon-Two Sicilies,-1,-1
1955,Clown Charly,-1,-1
1956,Françoise Hardy,-1,-1
1957,The Winning Of Sally Temple,-1,-1
1958,Iran,-1,-1
1959,Amma Rajinama,-1,-1
1960,New York,-1,-1
1961,Rabat,-1,-1
1962,Henry Vernon,-1,-1
1963,"West Branch, Iowa",-1,-1
1964,1886,-1,-1
1965,Sampathige Savaal,-1,-1
1966,Bernice Layne Brown,-1,-1
1967,Maddalena de' Medici,-1,-1
1968,Paris,-1,-1
1969,Eva Slater,-1,-1
1970,Paris,-1,-1
1971,"September 14, 1769",-1,-1
1972,9 January 1993,-1,-1
1973,Despotate of Epirus,-1,-1
1974,no,-1,-1
1975,yes,-1,-1
1976,Johnny Tiger,-1,-1
1977,Tehran,-1,-1
1978,Tarzan'S Magic Fountain,-1,-1
1979,Grammy,-1,-1
1980,Camas,-1,-1
1981,Ferdinand I of the Two Sicilies,-1,-1
1982,Baugé,-1,-1
1983,Bruce Edwards Ivins,-1,-1
1984,Princess Louise Caroline of Hesse-Kassel,-1,-1
1985,"May 2, 1982",-1,-1
1986,L'viv,-1,-1
1987,Bohemia,-1,-1
1988,Margherita del Balzo,-1,-1
1989,Konrad I of Oleśnica,-1,-1
1990,Winter Of Frozen Dreams,-1,-1
1991,Constantinople,-1,-1
1992,yes,-1,-1
1993,The Drover'S Sweetheart,-1,-1
1994,Total Nonstop Action Wrestling,-1,-1
1995,yes,-1,-1
1996,Frederick Louis,-1,-1
1997,Reval,-1,-1
1998,Stange,-1,-1
1999,Nagalit Ang Buwan Sa Haba Ng Gabi,-1,-1
2000,"Angélique, Marquise Des Anges",-1,-1
2001,Juliana Molyneux,-1,-1
2002,Gandeevam,-1,-1
2003,20 April 1434,-1,-1
2004,Mitau,-1,-1
2005,Louisiana,-1,-1
2006,Hostel: Part Ii,-1,-1
2007,London Melody,-1,-1
2008,Turkic,-1,-1
2009,14 April 1930,-1,-1
2010,English,-1,-1
2011,Pinos Puente,-1,-1
2012,William Burgh,-1,-1
2013,Frank Cignetti Jr.,-1,-1
2014,Sunrise At Campobello,-1,-1
2015,"Niagara Falls, New York",-1,-1
2016,Robert L. Thornton,-1,-1
2017,Emma Thomas,-1,-1
2018,Mrauk U,-1,-1
2019,Uta of Passau,-1,-1
2020,Germany,-1,-1
2021,R U The Girl,-1,-1
2022,Defendor,-1,-1
2023,The Return Of The Tall Blond Man With One Black Shoe,-1,-1
2024,25 April 1217,-1,-1
2025,Vladimir II Monomakh,-1,-1
2026,Linlithgow,-1,-1
2027,"Archibald Acheson, 2nd Earl of Gosford",-1,-1
2028,Hollywood,-1,-1
2029,Sancho Ramírez,-1,-1
2030,Constance,-1,-1
2031,Poland,-1,-1
2032,Hell Up In Harlem,-1,-1
2033,Jean-Baptiste-Denis Despré,-1,-1
2034,14 September 1982,-1,-1
2035,"Guy II, Count of Soissons",-1,-1
2036,William Henry Fellowes,-1,-1
2037,6 June 1945,-1,-1
2038,30 March 1785,-1,-1
2039,yes,-1,-1
2040,The Cat In The Bag,-1,-1
2041,"Jesús, Nuestro Señor",-1,-1
2042,yes,-1,-1
2043,Seleucid Empire,-1,-1
2044,"Frederick VIII, Duke of Schleswig-Holstein",-1,-1
2045,June Carter,-1,-1
2046,Elisabeth Farnese,-1,-1
2047,Cahiers du cinéma,-1,-1
2048,19 March 1857,-1,-1
2049,Dartmouth,-1,-1
2050,Florentine Republic,-1,-1
2051,American,-1,-1
2052,Sports Direct,-1,-1
2053,Bowdoin College,-1,-1
2054,A Woman In Flames,-1,-1
2055,Confessions Of A Window Cleaner,-1,-1
2056,Gweedore,-1,-1
2057,The Toth Family,-1,-1
2058,19 February 1863,-1,-1
2059,California,-1,-1
2060,Adolph II of the Marck,-1,-1
2061,Cuban,-1,-1
2062,Tewkesbury,-1,-1
2063,Jesse James At Bay,-1,-1
2064,Ottoman Empire,-1,-1
2065,The Hidden One,-1,-1
2066,Toledo,-1,-1
2067,"Theobald II, Count of Bar",-1,-1
2068,Anna of Eppstein-Königstein,-1,-1
2069,John of Bohemia,-1,-1
2070,Saint Petersburg Conservatory,-1,-1
2071,Robert Lowther,-1,-1
2072,16 May 1797,-1,-1
2073,British,-1,-1
2074,Paris,-1,-1
2075,Fairview,-1,-1
2076,Marek Janowski,-1,-1
2077,I'D Give My Life,-1,-1
2078,Pchelovodstvo,-1,-1
2079,"Frederick VIII, Duke of Schleswig-Holstein",-1,-1
2080,I Don Giovanni Della Costa Azzurra,-1,-1
2081,Battle of Uhud,-1,-1
2082,Dearborn,-1,-1
2083,Pavia,-1,-1
2084,Northampton,-1,-1
2085,Parkinson's disease,-1,-1
2086,Al Khor,-1,-1
2087,Hearts Of The World,-1,-1
2088,Fire Maidens From Outer Space,-1,-1
2089,Pirmasens,-1,-1
2090,Helsingør,-1,-1
2091,Kingdom of Hawaii,-1,-1
2092,Zagreb,-1,-1
2093,Cahiers du cinéma,-1,-1
2094,Norway,-1,-1
2095,Ancient Egypt,-1,-1
2096,218,-1,-1
2097,"Christian August of Holstein-Gottorp, Prince of Eutin",-1,-1
2098,Al Khor,-1,-1
2099,"George Herbert, 5th Earl of Carnarvon",-1,-1
2100,Crooks And Coronets,-1,-1
2101,L'Assiette Au Beurre,-1,-1
2102,Waco: The Rules Of Engagement,-1,-1
2103,Marilù Parolini,-1,-1
2104,Gostynin,-1,-1
2105,Anna Maria of Mecklenburg-Schwerin,-1,-1
2106,18 February 1703,-1,-1
2107,"Bentonville, Arkansas",-1,-1
2108,Her Country'S Call,-1,-1
2109,Gutta-Percha Boy,-1,-1
2110,Cahiers du cinéma,-1,-1
2111,yes,-1,-1
2112,Bronx,-1,-1
2113,Austria,-1,-1
2114,Kingdom of León,-1,-1
2115,Coutances,-1,-1
2116,823,-1,-1
2117,Château de Suscinio,-1,-1
2118,Christian Ditlev Reventlow,-1,-1
2119,Andrew Lloyd Webber,-1,-1
2120,Henry McLaren,-1,-1
2121,Francis Bryan,-1,-1
2122,Niyoti,-1,-1
2123,"Francis I, Holy Roman Emperor",-1,-1
2124,Ayşecik Ve Sihirli Cüceler Rüyalar Ülkesinde,-1,-1
2125,Valley of the Queens,-1,-1
2126,Gujarati,-1,-1
2127,Valeggio sul Mincio,-1,-1
2128,yes,-1,-1
2129,Emory University,-1,-1
2130,Fitzalan Chapel,-1,-1
2131,Ndoto Za Elibidi,-1,-1
2132,Persian,-1,-1
2133,14 July 2008,-1,-1
2134,Tübingen,-1,-1
2135,"Winnipeg, Manitoba",-1,-1
2136,Arizona,-1,-1
2137,John Leventhal,-1,-1
2138,Rome,-1,-1
2139,yes,-1,-1
2140,Edward And Caroline,-1,-1
2141,Venice,-1,-1
2142,Port of Spain,-1,-1
2143,Torre Annunziata,-1,-1
2144,Roman,-1,-1
2145,London,-1,-1
2146,Halle,-1,-1
2147,Richard de Umfraville,-1,-1
2148,Łódź,-1,-1
2149,Billy Ray Cyrus,-1,-1
2150,"Houston, Texas",-1,-1
2151,yes,-1,-1
2152,Annette In Paradise,-1,-1
2153,Port of Spain,-1,-1
2154,"December 25, 1995",-1,-1
2155,yes,-1,-1
2156,Greek,-1,-1
2157,1038,-1,-1
2158,Buckingham Palace,-1,-1
2159,Member of the Order of the British Empire,-1,-1
2160,Trnava,-1,-1
2161,"Esmé Stewart, 1st Duke of Lennox",-1,-1
2162,yes,-1,-1
2163,Pierre-Philippe Choffard,-1,-1
2164,The Gentle Sex,-1,-1
2165,National Film School in Łódź,-1,-1
2166,6 March 1854,-1,-1
2167,assassination,-1,-1
2168,A Place Near Heaven,-1,-1
2169,Paris,-1,-1
2170,yes,-1,-1
2171,29 March 1807,-1,-1
2172,7 March 1517,-1,-1
2173,Saffron Walden,-1,-1
2174,yes,-1,-1
2175,"Maurice FitzGerald, 2nd Earl of Desmond",-1,-1
2176,Brooklyn,-1,-1
2177,Frankish Kingdom,-1,-1
2178,Alzheimer,-1,-1
2179,Pat Brown,-1,-1
2180,1945,-1,-1
2181,New York,-1,-1
2182,Wartime Nutrition,-1,-1
2183,Liverpool,-1,-1
2184,17 December 1750,-1,-1
2185,University of Bergen,-1,-1
2186,A Small Down Payment On Bliss,-1,-1
2187,"Bodo VIII, Count of Stolberg-Wernigerode",-1,-1
2188,Constantinople,-1,-1
2189,Ángel De La Torre,-1,-1
2190,Lethal Weapon 2,-1,-1
2191,French,-1,-1
2192,Jolson Sings Again,-1,-1
2193,Cahiers du cinéma,-1,-1
2194,The Terror Of Tiny Town,-1,-1
2195,Lady Annette Mary Talbot,-1,-1
2196,Città di Castello,-1,-1
2197,Angels Revenge,-1,-1
2198,Buckinghamshire,-1,-1
2199,Windsor,-1,-1
2200,André of Brienne,-1,-1
2201,After The Fall Of Man,-1,-1
2202,Roads Of Kiarostami,-1,-1
2203,Fleetwood Sheppard,-1,-1
2204,"May 13, 1846",-1,-1
2205,yes,-1,-1
2206,Coventry,-1,-1
2207,America,-1,-1
2208,Christ Church,-1,-1
2209,Louis X of France,-1,-1
2210,Venezuelan,-1,-1
2211,Tomás Martínez,-1,-1
2212,Constantinople,-1,-1
2213,Střevíčky Slečny Pavlíny,-1,-1
2214,Caracas,-1,-1
2215,yes,-1,-1
2216,no,-1,-1
2217,Amherst,-1,-1
2218,Retalhos Da Vida De Um Médico,-1,-1
2219,Thomas de Beauchamp,-1,-1
2220,Reykjavík,-1,-1
2221,New York,-1,-1
2222,Ana García-Arcicollar Vallejo,-1,-1
2223,In The Land Of The Head Hunters,-1,-1
2224,Noerr,-1,-1
2225,Harvard University,-1,-1
2226,Peking,-1,-1
2227,The Dream Car,-1,-1
2228,British,-1,-1
2229,1564,-1,-1
2230,Lone Wolf Mcquade,-1,-1
2231,Andrew Lloyd Webber,-1,-1
2232,yes,-1,-1
2233,Jessi Colter,-1,-1
2234,Gospel Music Hall of Fame,-1,-1
2235,Balliol College,-1,-1
2236,The Man In The Funny Suit,-1,-1
2237,Khutughtu Khan,-1,-1
2238,Barcelona,-1,-1
2239,Westminster,-1,-1
2240,Tennessee,-1,-1
2241,The Story Of Three Loves,-1,-1
2242,America,-1,-1
2243,Ghost Of The China Sea,-1,-1
2244,Felix Cicaterri,-1,-1
2245,5 June 1568,-1,-1
2246,1 August 1813,-1,-1
2247,Ottoman Empire,-1,-1
2248,Frederick V,-1,-1
2249,Filmfare Award,-1,-1
2250,Dinner At The Ritz,-1,-1
2251,Kraków,-1,-1
2252,Cahiers du cinéma,-1,-1
2253,Louis X of France,-1,-1
2254,Khamag Mongol,-1,-1
2255,Düsseldorf,-1,-1
2256,Düsseldorf,-1,-1
2257,Seattle,-1,-1
2258,Das Mädchen Und Der Staatsanwalt,-1,-1
2259,University of Kansas,-1,-1
2260,Murray'S Magazine,-1,-1
2261,Once Upon A Time In The Woods,-1,-1
2262,yes,-1,-1
2263,13 March 1181,-1,-1
2264,Zhang Ao,-1,-1
2265,Jugband Blues,-1,-1
2266,"Royal Military College, Sandhurst",-1,-1
2267,"Bernard I, Margrave of Baden-Baden",-1,-1
2268,Al-Harith ibn Jabalah,-1,-1
2269,Adolph Braeckeveldt,-1,-1
2270,"George Milles, 4th Baron Sondes",-1,-1
2271,British,-1,-1
2272,Murder At Monte Carlo,-1,-1
2273,Port of Spain,-1,-1
2274,"Íñigo Vélez de Guevara, 7th Count of Oñate",-1,-1
2275,Magnus Julius De la Gardie,-1,-1
2276,Hollywood,-1,-1
2277,Ömer The Tourist In Star Trek,-1,-1
2278,29 January 1816,-1,-1
2279,Robert III of Artois,-1,-1
2280,Altenberg,-1,-1
2281,Order of the British Empire,-1,-1
2282,yes,-1,-1
2283,University of Massachusetts Amherst,-1,-1
2284,16 February 1936,-1,-1
2285,Henri de La Trémoille,-1,-1
2286,16 March 1747,-1,-1
2287,Chris Pérez,-1,-1
2288,Rome,-1,-1
2289,His Brother'S Ghost,-1,-1
2290,Colony of Virginia,-1,-1
2291,Hackney,-1,-1
2292,A Mother Of Men,-1,-1
2293,María de Salinas,-1,-1
2294,Poitou,-1,-1
2295,British,-1,-1
2296,no,-1,-1
2297,yes,-1,-1
2298,29 October 1926,-1,-1
2299,Okemah,-1,-1
2300,Naples,-1,-1
2301,Charles V,-1,-1
2302,Varakatnam,-1,-1
2303,"Sheba, Baby",-1,-1
2304,VGIK,-1,-1
2305,Mongolia,-1,-1
2306,United States,-1,-1
2307,Norwegian,-1,-1
2308,"Naha, Okinawa",-1,-1
2309,Rochester,-1,-1
2310,Daniel Agnew,-1,-1
2311,Imperial Crypt,-1,-1
2312,Edirne,-1,-1
2313,Amarna,-1,-1
2314,"Paramus, New Jersey",-1,-1
2315,Siam,-1,-1
2316,Duchy of Milan,-1,-1
2317,Mühlburg,-1,-1
2318,Huntington's disease,-1,-1
2319,Sun Jian,-1,-1
2320,Öland,-1,-1
2321,Gundred de Warenne,-1,-1
2322,Guy Auguste De Rohan-Chabot,-1,-1
2323,19 January 1628,-1,-1
2324,yes,-1,-1
2325,Leerort,-1,-1
2326,Aurich,-1,-1
2327,Theobald III,-1,-1
2328,Henrietta Maria of France,-1,-1
2329,Kraków,-1,-1
2330,Paris,-1,-1
2331,"Sir John Monson, 2nd Baronet",-1,-1
2332,American,-1,-1
2333,Scottish,-1,-1
2334,1 August 10,-1,-1
2335,Cecile of France,-1,-1
2336,Bohemia,-1,-1
2337,Constantinople,-1,-1
2338,Lahiri Lahiri Lahirilo,-1,-1
2339,Monterrey,-1,-1
2340,Houston,-1,-1
2341,King Zhuang of Chu,-1,-1
2342,"Godfrey III, Duke of Lower Lorraine",-1,-1
2343,Mayabazar,-1,-1
2344,Qing dynasty,-1,-1
2345,20 December 1946,-1,-1
2346,kauvery hospital,-1,-1
2347,Pest,-1,-1
2348,Professor Marston And The Wonder Women,-1,-1
2349,yes,-1,-1
2350,"William VI, Marquess of Montferrat",-1,-1
2351,4 July 2011,-1,-1
2352,Yale,-1,-1
2353,Westminster,-1,-1
2354,Staffordshire,-1,-1
2355,The Convict From Istanbul,-1,-1
2356,"Theobald II, Count of Bar",-1,-1
2357,Ballarat,-1,-1
2358,37,-1,-1
2359,The Thing About My Folks,-1,-1
2360,Army,-1,-1
2361,Dutch,-1,-1
2362,Amarna,-1,-1
2363,4 January 1790,-1,-1
2364,The Hawks And The Sparrows,-1,-1
2365,21 February 1923,-1,-1
2366,United States,-1,-1
2367,yes,-1,-1
2368,"Jerome, 4th Count de Salis-Soglio",-1,-1
2369,Kalos Ilthe To Dollario,-1,-1
2370,Tom At The Farm,-1,-1
2371,Władysław I Herman,-1,-1
2372,"Robert Seton, 1st Earl of Winton",-1,-1
2373,Anne Gore,-1,-1
2374,Gaza,-1,-1
2375,Philippi,-1,-1
2376,19 November 1805,-1,-1
2377,yes,-1,-1
2378,Zita of Bourbon-Parma,-1,-1
2379,Under Siege 2: Dark Territory,-1,-1
2380,Hollywood,-1,-1
2381,1 May 1888,-1,-1
2382,Chiang Kai-shek,-1,-1
2383,Cornelis Evertsen The Younger,-1,-1
2384,cirrhosis,-1,-1
2385,Marie Rennotte,-1,-1
2386,"October 7, 1792",-1,-1
2387,Pegau,-1,-1
2388,Scottish,-1,-1
2389,Abilene,-1,-1
2390,Leave It To Henry,-1,-1
2391,London,-1,-1
2392,Belgrade,-1,-1
2393,Infanta Maria Antonia of Portugal,-1,-1
2394,Washington,-1,-1
2395,Okemah,-1,-1
2396,Khamag Mongol,-1,-1
2397,"September 17, 1923",-1,-1
2398,Lucy Mervyn,-1,-1
2399,Wd Scott,-1,-1
2400,Niger,-1,-1
2401,Wellington,-1,-1
2402,La Riera de Gaià,-1,-1
2403,"June 23, 1992",-1,-1
2404,Madrid,-1,-1
2405,Pyay,-1,-1
2406,Fårö,-1,-1
2407,Worksop,-1,-1
2408,Whitby Abbey,-1,-1
2409,Inwa,-1,-1
2410,"January 5, 1997",-1,-1
2411,Sons Of Ingmar,-1,-1
2412,yes,-1,-1
2413,Adelaide,-1,-1
2414,Fruttuaria,-1,-1
2415,"Patrick Lyon, 3rd Earl of Strathmore and Kinghorne",-1,-1
2416,Jeddah,-1,-1
2417,Munich,-1,-1
2418,no,-1,-1
2419,Tower Hill,-1,-1
2420,Birán,-1,-1
2421,Peter III of Portugal,-1,-1
2422,no,-1,-1
2423,yes,-1,-1
2424,A Sportsman'S Wife,-1,-1
2425,"Houston, Texas",-1,-1
2426,Artavasdes I of Media Atropatene,-1,-1
2427,yes,-1,-1
2428,Catherine of Braganza,-1,-1
2429,Siriraj Hospital,-1,-1
2430,Athens,-1,-1
2431,A Better Tomorrow Iii: Love & Death In Saigon,-1,-1
2432,Juilliard,-1,-1
2433,Daughters Of The Night,-1,-1
2434,British,-1,-1
2435,Soviet Union,-1,-1
2436,Marie Agba-Otikpo,-1,-1
2437,It'S Pat,-1,-1
2438,Manchester,-1,-1
2439,Alexis Roderick,-1,-1
2440,15 February 1879,-1,-1
2441,Acre,-1,-1
2442,Mount Olive,-1,-1
2443,Ju-On: The Grudge,-1,-1
2444,Donne-Moi Le Temps,-1,-1
2445,Fårö,-1,-1
